p,d_40,eabc_p,e_d,a_d,b_d,c_d,omega_d,shell_d,H_d,E_d
41227,41187,B,1,0,0,0,2,1,1.0,-0.0
41231,41191,C,0,1,0,1,2,0,0.5,1.0
41233,41193,E,0,0,1,1,4,2,0.5,1.0
41243,41203,C,0,0,1,0,1,0,1.0,-0.0
41257,41217,E,1,0,0,1,3,1,0.5,1.0
41263,41223,B,1,0,2,0,4,1,0.5555555555555556,0.9182958340544896
41269,41229,E,0,1,0,0,5,4,1.0,-0.0
41281,41241,E,0,1,0,1,3,1,0.5,1.0
41299,41259,B,0,2,0,0,3,1,1.0,-0.0
41333,41293,A,0,1,1,1,3,0,0.3333333333333333,1.584962500721156
41341,41301,E,1,1,0,0,4,2,0.5,1.0
41351,41311,C,1,0,1,0,2,0,0.5,1.0
41357,41317,A,0,0,2,0,2,0,1.0,-0.0
41381,41341,A,1,0,0,0,1,0,1.0,-0.0
41387,41347,C,0,1,0,1,2,0,0.5,1.0
41389,41349,E,0,0,1,2,4,1,0.5555555555555556,0.9182958340544896
41399,41359,C,0,1,0,1,2,0,0.5,1.0
41411,41371,C,0,1,0,1,2,0,0.5,1.0
41413,41373,E,1,0,0,0,3,2,1.0,-0.0
41443,41403,B,2,0,0,0,3,1,1.0,-0.0
41453,41413,A,1,0,0,0,1,0,1.0,-0.0
41467,41427,B,0,0,1,0,3,2,1.0,-0.0
41479,41439,B,0,0,2,0,3,1,1.0,-0.0
41491,41451,B,1,1,0,0,3,1,0.5,1.0
41507,41467,C,0,0,1,0,1,0,1.0,-0.0
41513,41473,A,0,0,2,0,2,0,1.0,-0.0
41519,41479,C,0,0,1,0,1,0,1.0,-0.0
41521,41481,E,0,0,0,2,4,2,1.0,-0.0
41539,41499,B,0,2,0,0,5,3,1.0,-0.0
41543,41503,C,0,0,3,2,5,0,0.52,0.9709505944546686
41549,41509,A,1,0,2,0,3,0,0.5555555555555556,0.9182958340544896
41579,41539,C,0,0,1,0,1,0,1.0,-0.0
41593,41553,E,0,0,1,0,8,7,1.0,-0.0
41597,41557,A,0,2,0,0,2,0,1.0,-0.0
41603,41563,C,0,1,0,1,2,0,0.5,1.0
41609,41569,A,0,0,0,2,2,0,1.0,-0.0
41611,41571,B,0,1,1,0,4,2,0.5,1.0
41617,41577,E,0,0,0,1,2,1,1.0,-0.0
41621,41581,A,0,0,2,0,2,0,1.0,-0.0
41627,41587,C,2,0,1,0,3,0,0.5555555555555556,0.9182958340544896
41641,41601,E,0,0,3,0,4,1,1.0,-0.0
41647,41607,B,0,0,1,1,5,3,0.5,1.0
41651,41611,C,0,0,1,0,1,0,1.0,-0.0
41659,41619,B,1,0,0,0,2,1,1.0,-0.0
41669,41629,A,1,0,2,0,3,0,0.5555555555555556,0.9182958340544896
41681,41641,A,1,0,0,0,1,0,1.0,-0.0
41687,41647,C,0,0,1,0,1,0,1.0,-0.0
41719,41679,B,1,0,0,1,4,2,0.5,1.0
41729,41689,A,0,0,0,2,2,0,1.0,-0.0
41737,41697,E,0,2,0,0,4,2,1.0,-0.0
41759,41719,C,0,0,1,0,1,0,1.0,-0.0
41761,41721,E,0,0,0,1,2,1,1.0,-0.0
41771,41731,C,0,1,0,1,2,0,0.5,1.0
41777,41737,A,1,0,0,0,1,0,1.0,-0.0
41801,41761,A,1,0,0,0,1,0,1.0,-0.0
41809,41769,E,1,1,1,0,6,3,0.3333333333333333,1.584962500721156
41813,41773,A,2,0,0,0,2,0,1.0,-0.0
41843,41803,C,0,1,0,1,2,0,0.5,1.0
41849,41809,A,1,0,0,0,1,0,1.0,-0.0
41851,41811,B,1,0,1,1,4,1,0.3333333333333333,1.584962500721156
41863,41823,B,1,0,0,0,4,3,1.0,-0.0
41879,41839,C,0,0,3,0,3,0,1.0,-0.0
41887,41847,B,2,1,0,0,4,1,0.5555555555555556,0.9182958340544896
41893,41853,E,1,0,1,0,3,1,0.5,1.0
41897,41857,A,0,0,2,0,2,0,1.0,-0.0
41903,41863,C,0,0,1,0,1,0,1.0,-0.0
41911,41871,B,0,2,0,0,3,1,1.0,-0.0
41927,41887,C,0,0,1,0,1,0,1.0,-0.0
41941,41901,E,0,0,0,1,2,1,1.0,-0.0
41947,41907,B,2,0,0,0,3,1,1.0,-0.0
41953,41913,E,1,0,0,0,3,2,1.0,-0.0
41957,41917,A,0,0,0,2,2,0,1.0,-0.0
41959,41919,B,1,1,0,0,3,1,0.5,1.0
41969,41929,A,0,0,0,2,2,0,1.0,-0.0
41981,41941,A,1,0,0,0,1,0,1.0,-0.0
41983,41943,B,0,1,1,1,4,1,0.3333333333333333,1.584962500721156
41999,41959,C,0,0,1,0,1,0,1.0,-0.0
42013,41973,E,0,1,1,0,3,1,0.5,1.0
42017,41977,A,2,0,0,0,2,0,1.0,-0.0
42019,41979,B,0,0,2,0,3,1,1.0,-0.0
42023,41983,C,0,0,1,0,1,0,1.0,-0.0
42043,42003,B,1,0,0,1,4,2,0.5,1.0
42061,42021,E,0,1,1,1,5,2,0.3333333333333333,1.584962500721156
42071,42031,C,0,1,0,1,2,0,0.5,1.0
42073,42033,E,0,0,1,0,2,1,1.0,-0.0
42083,42043,C,0,0,1,0,1,0,1.0,-0.0
42089,42049,A,0,0,2,0,2,0,1.0,-0.0
42101,42061,A,1,0,0,0,1,0,1.0,-0.0
42131,42091,C,0,0,3,0,3,0,1.0,-0.0
42139,42099,B,0,1,0,0,2,1,1.0,-0.0
42157,42117,E,0,1,1,0,3,1,0.5,1.0
42169,42129,E,0,0,2,0,4,2,1.0,-0.0
42179,42139,C,0,0,1,0,1,0,1.0,-0.0
42181,42141,E,0,1,0,1,3,1,0.5,1.0
42187,42147,B,0,0,2,0,5,3,1.0,-0.0
42193,42153,E,0,0,0,1,2,1,1.0,-0.0
42197,42157,A,1,0,0,0,1,0,1.0,-0.0
42209,42169,A,1,0,0,0,1,0,1.0,-0.0
42221,42181,A,1,0,0,0,1,0,1.0,-0.0
42223,42183,B,1,0,1,0,4,2,0.5,1.0
42227,42187,C,0,0,1,0,1,0,1.0,-0.0
42239,42199,C,1,0,1,0,2,0,0.5,1.0
42257,42217,A,1,0,2,0,3,0,0.5555555555555556,0.9182958340544896
42281,42241,A,0,2,0,0,2,0,1.0,-0.0
42283,42243,B,0,1,0,0,2,1,1.0,-0.0
42293,42253,A,0,1,1,1,3,0,0.3333333333333333,1.584962500721156
42299,42259,C,1,0,1,0,2,0,0.5,1.0
42307,42267,B,2,0,0,0,3,1,1.0,-0.0
42323,42283,C,0,0,1,0,1,0,1.0,-0.0
42331,42291,B,1,0,1,0,4,2,0.5,1.0
42337,42297,E,1,0,0,1,3,1,0.5,1.0
42349,42309,E,0,0,1,0,4,3,1.0,-0.0
42359,42319,C,0,1,0,1,2,0,0.5,1.0
42373,42333,E,0,1,1,0,3,1,0.5,1.0
42379,42339,B,0,0,0,2,3,1,1.0,-0.0
42391,42351,B,0,0,1,1,3,1,0.5,1.0
42397,42357,E,1,0,1,0,3,1,0.5,1.0
42403,42363,B,0,0,1,0,5,4,1.0,-0.0
42407,42367,C,1,0,1,0,2,0,0.5,1.0
42409,42369,E,0,1,1,0,3,1,0.5,1.0
42433,42393,E,1,0,1,0,3,1,0.5,1.0
42437,42397,A,1,0,0,0,1,0,1.0,-0.0
42443,42403,C,0,0,1,0,1,0,1.0,-0.0
42451,42411,B,0,0,2,0,3,1,1.0,-0.0
42457,42417,E,0,0,0,1,4,3,1.0,-0.0
42461,42421,A,0,0,0,2,2,0,1.0,-0.0
42463,42423,B,0,0,1,1,3,1,0.5,1.0
42467,42427,C,0,1,2,1,4,0,0.375,1.5
42473,42433,A,1,0,0,0,1,0,1.0,-0.0
42487,42447,B,1,0,0,0,2,1,1.0,-0.0
42491,42451,C,0,0,1,0,1,0,1.0,-0.0
42499,42459,B,0,1,0,0,2,1,1.0,-0.0
42509,42469,A,0,0,2,0,2,0,1.0,-0.0
42533,42493,A,0,0,0,2,2,0,1.0,-0.0
42557,42517,A,1,2,0,0,3,0,0.5555555555555556,0.9182958340544896
42569,42529,A,0,0,0,2,2,0,1.0,-0.0
42571,42531,B,0,1,0,0,2,1,1.0,-0.0
42577,42537,E,0,1,0,1,3,1,0.5,1.0
42589,42549,E,1,0,0,1,3,1,0.5,1.0
42611,42571,C,0,0,1,0,1,0,1.0,-0.0
42641,42601,A,1,2,0,0,3,0,0.5555555555555556,0.9182958340544896
42643,42603,B,0,0,1,1,3,1,0.5,1.0
42649,42609,E,1,0,1,0,3,1,0.5,1.0
42667,42627,B,2,0,0,0,3,1,1.0,-0.0
42677,42637,A,0,0,2,0,2,0,1.0,-0.0
42683,42643,C,0,0,1,0,1,0,1.0,-0.0
42689,42649,A,1,0,0,0,1,0,1.0,-0.0
42697,42657,E,1,0,0,1,3,1,0.5,1.0
42701,42661,A,2,0,0,0,2,0,1.0,-0.0
42703,42663,B,1,0,0,0,2,1,1.0,-0.0
42709,42669,E,0,0,0,2,4,2,1.0,-0.0
42719,42679,C,1,0,3,0,4,0,0.625,0.8112781244591328
42727,42687,B,0,1,1,0,6,4,0.5,1.0
42737,42697,A,1,0,0,0,1,0,1.0,-0.0
42743,42703,C,0,0,1,0,1,0,1.0,-0.0
42751,42711,B,0,0,1,1,3,1,0.5,1.0
42767,42727,C,0,0,1,0,1,0,1.0,-0.0
42773,42733,A,0,0,2,0,2,0,1.0,-0.0
42787,42747,B,0,1,0,0,2,1,1.0,-0.0
42793,42753,E,0,0,1,0,2,1,1.0,-0.0
42797,42757,A,2,0,0,2,4,0,0.5,1.0
42821,42781,A,0,0,0,2,2,0,1.0,-0.0
42829,42789,E,0,1,0,1,3,1,0.5,1.0
42839,42799,C,1,0,1,0,2,0,0.5,1.0
42841,42801,E,1,0,0,1,3,1,0.5,1.0
42853,42813,E,0,0,1,1,4,2,0.5,1.0
42859,42819,B,0,0,1,1,3,1,0.5,1.0
42863,42823,C,1,1,0,1,3,0,0.3333333333333333,1.584962500721156
42899,42859,C,0,0,1,0,1,0,1.0,-0.0
42901,42861,E,2,0,1,0,4,1,0.5555555555555556,0.9182958340544896
42923,42883,C,2,0,1,0,3,0,0.5555555555555556,0.9182958340544896
42929,42889,A,0,1,1,1,3,0,0.3333333333333333,1.584962500721156
42937,42897,E,1,0,1,0,3,1,0.5,1.0
42943,42903,B,0,0,1,1,5,3,0.5,1.0
42953,42913,A,2,0,0,0,2,0,1.0,-0.0
42961,42921,E,0,0,1,1,4,2,0.5,1.0
42967,42927,B,1,1,0,0,3,1,0.5,1.0
42979,42939,B,1,0,1,0,4,2,0.5,1.0
42989,42949,A,0,2,0,0,2,0,1.0,-0.0
43003,42963,B,0,1,0,0,2,1,1.0,-0.0
43013,42973,A,1,0,2,0,3,0,0.5555555555555556,0.9182958340544896
43019,42979,C,0,0,1,0,1,0,1.0,-0.0
43037,42997,A,1,0,2,0,3,0,0.5555555555555556,0.9182958340544896
43049,43009,A,0,2,0,0,2,0,1.0,-0.0
43051,43011,B,0,0,0,1,7,6,1.0,-0.0
43063,43023,B,1,0,0,0,2,1,1.0,-0.0
43067,43027,C,0,1,0,1,2,0,0.5,1.0
43093,43053,E,0,1,1,0,3,1,0.5,1.0
43103,43063,C,0,0,1,0,1,0,1.0,-0.0
43117,43077,E,0,1,0,1,3,1,0.5,1.0
43133,43093,A,1,0,0,0,1,0,1.0,-0.0
43151,43111,C,1,0,1,0,2,0,0.5,1.0
43159,43119,B,1,0,0,0,4,3,1.0,-0.0
43177,43137,E,0,1,0,0,3,2,1.0,-0.0
43189,43149,E,1,0,1,0,3,1,0.5,1.0
43201,43161,E,0,0,0,1,2,1,1.0,-0.0
43207,43167,B,1,0,0,0,2,1,1.0,-0.0
43223,43183,C,0,0,3,0,3,0,1.0,-0.0
43237,43197,E,0,1,1,2,5,1,0.375,1.5
43261,43221,E,0,0,1,0,2,1,1.0,-0.0
43271,43231,C,0,1,0,1,2,0,0.5,1.0
43283,43243,C,0,1,0,1,2,0,0.5,1.0
43291,43251,B,1,1,0,0,3,1,0.5,1.0
43313,43273,A,2,0,0,0,2,0,1.0,-0.0
43319,43279,C,0,1,0,1,2,0,0.5,1.0
43321,43281,E,1,0,1,0,5,3,0.5,1.0
43331,43291,C,0,0,1,0,1,0,1.0,-0.0
43391,43351,C,0,0,1,2,3,0,0.5555555555555556,0.9182958340544896
43397,43357,A,0,0,0,2,2,0,1.0,-0.0
43399,43359,B,1,1,0,0,3,1,0.5,1.0
43403,43363,C,1,0,1,0,2,0,0.5,1.0
43411,43371,B,1,0,1,0,4,2,0.5,1.0
43427,43387,C,1,0,1,0,2,0,0.5,1.0
43441,43401,E,1,1,0,1,4,1,0.3333333333333333,1.584962500721156
43451,43411,C,0,0,1,0,1,0,1.0,-0.0
43457,43417,A,0,0,0,2,2,0,1.0,-0.0
43481,43441,A,1,0,0,0,1,0,1.0,-0.0
43487,43447,C,0,1,0,1,2,0,0.5,1.0
43499,43459,C,1,0,1,0,2,0,0.5,1.0
43517,43477,A,0,0,2,0,2,0,1.0,-0.0
43541,43501,A,0,2,0,0,2,0,1.0,-0.0
43543,43503,B,1,1,0,0,3,1,0.5,1.0
43573,43533,E,0,0,2,0,4,2,1.0,-0.0
43577,43537,A,1,2,0,0,3,0,0.5555555555555556,0.9182958340544896
43579,43539,B,0,0,1,1,3,1,0.5,1.0
43591,43551,B,0,1,0,0,4,3,1.0,-0.0
43597,43557,E,0,0,0,1,2,1,1.0,-0.0
43607,43567,C,1,0,1,0,2,0,0.5,1.0
43609,43569,E,0,0,1,1,4,2,0.5,1.0
43613,43573,A,1,0,0,0,1,0,1.0,-0.0
43627,43587,B,0,1,0,1,4,2,0.5,1.0
43633,43593,E,1,0,0,1,3,1,0.5,1.0
43649,43609,A,1,0,0,0,1,0,1.0,-0.0
43651,43611,B,0,1,0,0,2,1,1.0,-0.0
43661,43621,A,2,0,0,0,2,0,1.0,-0.0
43669,43629,E,0,0,0,1,2,1,1.0,-0.0
43691,43651,C,0,0,1,0,1,0,1.0,-0.0
43711,43671,B,1,0,0,0,2,1,1.0,-0.0
43717,43677,E,0,0,1,1,4,2,0.5,1.0
43721,43681,A,0,0,2,2,4,0,0.5,1.0
43753,43713,E,0,0,0,1,4,3,1.0,-0.0
43759,43719,B,1,0,1,1,4,1,0.3333333333333333,1.584962500721156
43777,43737,E,1,0,0,1,3,1,0.5,1.0
43781,43741,A,0,1,1,1,3,0,0.3333333333333333,1.584962500721156
43783,43743,B,0,0,2,0,3,1,1.0,-0.0
43787,43747,C,1,1,0,1,3,0,0.3333333333333333,1.584962500721156
43789,43749,E,1,0,0,0,3,2,1.0,-0.0
43793,43753,A,1,0,0,0,1,0,1.0,-0.0
43801,43761,E,0,1,0,1,3,1,0.5,1.0
43853,43813,A,0,1,1,1,3,0,0.3333333333333333,1.584962500721156
43867,43827,B,0,0,1,1,3,1,0.5,1.0
43889,43849,A,2,0,0,0,2,0,1.0,-0.0
43891,43851,B,0,0,0,2,3,1,1.0,-0.0
43913,43873,A,2,0,0,0,2,0,1.0,-0.0
43933,43893,E,0,1,0,0,3,2,1.0,-0.0
43943,43903,C,1,0,1,0,2,0,0.5,1.0
43951,43911,B,0,2,1,0,5,2,0.5555555555555556,0.9182958340544896
43961,43921,A,0,0,0,2,2,0,1.0,-0.0
43963,43923,B,0,0,0,4,5,1,1.0,-0.0
43969,43929,E,0,0,1,0,4,3,1.0,-0.0
43973,43933,A,1,0,0,0,1,0,1.0,-0.0
43987,43947,B,0,1,1,0,4,2,0.5,1.0
43991,43951,C,0,0,1,0,1,0,1.0,-0.0
43997,43957,A,0,2,0,0,2,0,1.0,-0.0
44017,43977,E,0,1,0,1,3,1,0.5,1.0
44021,43981,A,1,0,2,0,3,0,0.5555555555555556,0.9182958340544896
44027,43987,C,0,0,1,0,1,0,1.0,-0.0
44029,43989,E,0,0,2,1,4,1,0.5555555555555556,0.9182958340544896
44041,44001,E,0,1,0,0,3,2,1.0,-0.0
44053,44013,E,0,1,0,1,3,1,0.5,1.0
44059,44019,B,1,0,1,0,4,2,0.5,1.0
44071,44031,B,2,0,0,0,3,1,1.0,-0.0
44087,44047,C,0,1,0,1,2,0,0.5,1.0
44089,44049,E,0,0,1,0,2,1,1.0,-0.0
44101,44061,E,0,1,1,0,3,1,0.5,1.0
44111,44071,C,0,0,1,0,1,0,1.0,-0.0
44119,44079,B,0,0,1,1,3,1,0.5,1.0
44123,44083,C,1,0,1,0,2,0,0.5,1.0
44129,44089,A,1,0,0,0,1,0,1.0,-0.0
44131,44091,B,0,0,0,2,5,3,1.0,-0.0
44159,44119,C,0,0,1,0,1,0,1.0,-0.0
44171,44131,C,0,0,1,0,1,0,1.0,-0.0
44179,44139,B,1,0,0,0,2,1,1.0,-0.0
44189,44149,A,0,2,2,0,4,0,0.5,1.0
44201,44161,A,1,0,2,0,3,0,0.5555555555555556,0.9182958340544896
44203,44163,B,0,1,1,0,4,2,0.5,1.0
44207,44167,C,0,1,0,1,2,0,0.5,1.0
44221,44181,E,1,0,0,0,3,2,1.0,-0.0
44249,44209,A,0,0,0,2,2,0,1.0,-0.0
44257,44217,E,0,3,0,0,5,2,1.0,-0.0
44263,44223,B,0,1,0,0,2,1,1.0,-0.0
44267,44227,C,0,1,0,1,2,0,0.5,1.0
44269,44229,E,0,1,0,1,3,1,0.5,1.0
44273,44233,A,0,1,1,1,3,0,0.3333333333333333,1.584962500721156
44279,44239,C,1,1,0,1,3,0,0.3333333333333333,1.584962500721156
44281,44241,E,0,0,0,1,2,1,1.0,-0.0
44293,44253,E,0,1,0,1,5,3,0.5,1.0
44351,44311,C,1,0,1,0,2,0,0.5,1.0
44357,44317,A,1,0,2,0,3,0,0.5555555555555556,0.9182958340544896
44371,44331,B,0,0,1,1,3,1,0.5,1.0
44381,44341,A,0,1,1,1,3,0,0.3333333333333333,1.584962500721156
44383,44343,B,1,0,1,0,4,2,0.5,1.0
44389,44349,E,0,0,0,1,2,1,1.0,-0.0
44417,44377,A,0,0,2,0,2,0,1.0,-0.0
44449,44409,E,0,1,0,1,3,1,0.5,1.0
44453,44413,A,0,0,0,2,2,0,1.0,-0.0
44483,44443,C,0,0,3,0,3,0,1.0,-0.0
44491,44451,B,0,1,0,1,4,2,0.5,1.0
44497,44457,E,1,1,1,0,4,1,0.3333333333333333,1.584962500721156
44501,44461,A,0,2,0,0,2,0,1.0,-0.0
44507,44467,C,0,1,0,1,2,0,0.5,1.0
44519,44479,C,1,0,1,0,2,0,0.5,1.0
44531,44491,C,0,0,1,0,1,0,1.0,-0.0
44533,44493,E,0,0,0,1,2,1,1.0,-0.0
44537,44497,A,1,0,0,0,1,0,1.0,-0.0
44543,44503,C,0,1,0,1,2,0,0.5,1.0
44549,44509,A,0,0,0,2,2,0,1.0,-0.0
44563,44523,B,1,1,0,0,5,3,0.5,1.0
44579,44539,C,0,1,0,1,2,0,0.5,1.0
44587,44547,B,0,0,1,1,3,1,0.5,1.0
44617,44577,E,1,0,1,0,5,3,0.5,1.0
44621,44581,A,2,0,0,0,2,0,1.0,-0.0
44623,44583,B,1,0,1,1,4,1,0.3333333333333333,1.584962500721156
44633,44593,A,0,0,2,0,2,0,1.0,-0.0
44641,44601,E,0,0,0,1,2,1,1.0,-0.0
44647,44607,B,1,0,0,0,2,1,1.0,-0.0
44651,44611,C,1,0,1,0,2,0,0.5,1.0
44657,44617,A,1,0,0,0,1,0,1.0,-0.0
44683,44643,B,0,0,0,2,3,1,1.0,-0.0
44687,44647,C,0,0,1,0,1,0,1.0,-0.0
44699,44659,C,1,1,0,1,3,0,0.3333333333333333,1.584962500721156
44701,44661,E,0,0,1,0,2,1,1.0,-0.0
44711,44671,C,0,0,1,2,3,0,0.5555555555555556,0.9182958340544896
44729,44689,A,0,1,1,1,3,0,0.3333333333333333,1.584962500721156
44741,44701,A,1,0,0,0,1,0,1.0,-0.0
44753,44713,A,2,0,0,0,2,0,1.0,-0.0
44771,44731,C,0,1,0,1,2,0,0.5,1.0
44773,44733,E,2,0,1,0,4,1,0.5555555555555556,0.9182958340544896
44777,44737,A,0,0,2,2,4,0,0.5,1.0
44789,44749,A,2,0,0,0,2,0,1.0,-0.0
44797,44757,E,0,1,0,0,3,2,1.0,-0.0
44809,44769,E,0,0,1,0,2,1,1.0,-0.0
44819,44779,C,1,0,1,0,2,0,0.5,1.0
44839,44799,B,1,1,0,0,3,1,0.5,1.0
44843,44803,C,0,1,0,1,2,0,0.5,1.0
44851,44811,B,1,0,0,1,4,2,0.5,1.0
44867,44827,C,0,1,0,1,2,0,0.5,1.0
44879,44839,C,0,0,1,0,1,0,1.0,-0.0
44887,44847,B,0,0,1,1,5,3,0.5,1.0
44893,44853,E,0,0,0,1,2,1,1.0,-0.0
44909,44869,A,0,0,0,2,2,0,1.0,-0.0
44917,44877,E,1,0,1,0,3,1,0.5,1.0
44927,44887,C,0,0,1,0,1,0,1.0,-0.0
44939,44899,C,0,1,0,1,2,0,0.5,1.0
44953,44913,E,0,1,0,1,3,1,0.5,1.0
44959,44919,B,0,0,2,1,5,2,0.5555555555555556,0.9182958340544896
44963,44923,C,0,1,0,1,2,0,0.5,1.0
44971,44931,B,0,2,0,0,3,1,1.0,-0.0
44983,44943,B,0,0,1,1,3,1,0.5,1.0
44987,44947,C,1,0,1,0,2,0,0.5,1.0
45007,44967,B,2,0,0,0,3,1,1.0,-0.0
45013,44973,E,0,0,1,1,4,2,0.5,1.0
45053,45013,A,1,0,0,0,1,0,1.0,-0.0
45061,45021,E,1,0,1,0,3,1,0.5,1.0
45077,45037,A,0,2,0,0,2,0,1.0,-0.0
45083,45043,C,1,0,1,0,2,0,0.5,1.0
45119,45079,C,1,0,1,0,2,0,0.5,1.0
45121,45081,E,0,1,0,0,3,2,1.0,-0.0
45127,45087,B,0,1,2,0,4,1,0.5555555555555556,0.9182958340544896
45131,45091,C,1,0,1,0,2,0,0.5,1.0
45137,45097,A,2,0,0,0,2,0,1.0,-0.0
45139,45099,B,0,0,1,0,3,2,1.0,-0.0
45161,45121,A,1,0,0,0,1,0,1.0,-0.0
45179,45139,C,0,0,1,0,1,0,1.0,-0.0
45181,45141,E,0,1,1,0,3,1,0.5,1.0
45191,45151,C,1,0,1,0,2,0,0.5,1.0
45197,45157,A,0,0,2,0,2,0,1.0,-0.0
45233,45193,A,0,0,2,0,2,0,1.0,-0.0
45247,45207,B,0,0,1,0,3,2,1.0,-0.0
45259,45219,B,1,0,0,0,2,1,1.0,-0.0
45263,45223,C,0,1,0,1,2,0,0.5,1.0
45281,45241,A,0,1,1,1,3,0,0.3333333333333333,1.584962500721156
45289,45249,E,0,0,0,1,2,1,1.0,-0.0
45293,45253,A,1,0,0,2,3,0,0.5555555555555556,0.9182958340544896
45307,45267,B,0,0,1,1,3,1,0.5,1.0
45317,45277,A,0,0,2,0,2,0,1.0,-0.0
45319,45279,B,1,0,1,0,6,4,0.5,1.0
45329,45289,A,1,0,0,0,1,0,1.0,-0.0
45337,45297,E,0,0,1,1,4,2,0.5,1.0
45341,45301,A,0,2,0,0,2,0,1.0,-0.0
45343,45303,B,0,1,0,0,2,1,1.0,-0.0
45361,45321,E,0,0,0,1,2,1,1.0,-0.0
45377,45337,A,1,0,0,0,1,0,1.0,-0.0
45389,45349,A,0,2,0,0,2,0,1.0,-0.0
45403,45363,B,1,0,0,0,2,1,1.0,-0.0
45413,45373,A,1,2,0,0,3,0,0.5555555555555556,0.9182958340544896
45427,45387,B,0,2,0,0,5,3,1.0,-0.0
45433,45393,E,0,0,0,1,2,1,1.0,-0.0
45439,45399,B,2,0,0,0,3,1,1.0,-0.0
45481,45441,E,0,1,0,1,7,5,0.5,1.0
45491,45451,C,0,0,3,0,3,0,1.0,-0.0
45497,45457,A,0,0,0,2,2,0,1.0,-0.0
45503,45463,C,0,1,0,1,2,0,0.5,1.0
45523,45483,B,0,1,0,0,2,1,1.0,-0.0
45533,45493,A,1,0,2,0,3,0,0.5555555555555556,0.9182958340544896
45541,45501,E,0,1,1,0,3,1,0.5,1.0
45553,45513,E,1,1,0,0,4,2,0.5,1.0
45557,45517,A,0,0,0,2,2,0,1.0,-0.0
45569,45529,A,0,0,0,2,2,0,1.0,-0.0
45587,45547,C,1,0,1,0,2,0,0.5,1.0
45589,45549,E,1,0,1,0,5,3,0.5,1.0
45599,45559,C,0,1,0,1,2,0,0.5,1.0
45613,45573,E,1,0,0,1,3,1,0.5,1.0
45631,45591,B,1,0,1,1,4,1,0.3333333333333333,1.584962500721156
45641,45601,A,0,0,2,0,2,0,1.0,-0.0
45659,45619,C,0,0,5,0,5,0,1.0,-0.0
45667,45627,B,0,0,1,1,3,1,0.5,1.0
45673,45633,E,0,2,1,0,4,1,0.5555555555555556,0.9182958340544896
45677,45637,A,0,0,0,2,2,0,1.0,-0.0
45691,45651,B,1,0,0,0,2,1,1.0,-0.0
45697,45657,E,0,1,1,0,5,3,0.5,1.0
45707,45667,C,0,0,1,0,1,0,1.0,-0.0
45737,45697,A,1,0,0,0,1,0,1.0,-0.0
45751,45711,B,1,0,0,0,4,3,1.0,-0.0
45757,45717,E,0,0,2,1,4,1,0.5555555555555556,0.9182958340544896
45763,45723,B,1,0,0,0,2,1,1.0,-0.0
45767,45727,C,0,1,0,1,2,0,0.5,1.0
45779,45739,C,0,1,0,1,2,0,0.5,1.0
45817,45777,E,0,0,1,0,2,1,1.0,-0.0
45821,45781,A,0,2,0,0,2,0,1.0,-0.0
45823,45783,B,0,0,0,1,3,2,1.0,-0.0
45827,45787,C,0,0,3,0,3,0,1.0,-0.0
45833,45793,A,1,0,0,2,3,0,0.5555555555555556,0.9182958340544896
45841,45801,E,0,0,2,0,4,2,1.0,-0.0
45853,45813,E,0,0,1,0,2,1,1.0,-0.0
45863,45823,C,0,0,1,0,1,0,1.0,-0.0
45869,45829,A,0,0,2,0,2,0,1.0,-0.0
45887,45847,C,0,0,3,0,3,0,1.0,-0.0
45893,45853,A,1,0,0,0,1,0,1.0,-0.0
45943,45903,B,1,0,0,2,4,1,0.5555555555555556,0.9182958340544896
45949,45909,E,1,0,0,0,3,2,1.0,-0.0
45953,45913,A,1,0,2,0,3,0,0.5555555555555556,0.9182958340544896
45959,45919,C,0,1,0,1,2,0,0.5,1.0
45971,45931,C,0,1,0,1,2,0,0.5,1.0
45979,45939,B,1,0,0,0,2,1,1.0,-0.0
45989,45949,A,1,0,0,0,1,0,1.0,-0.0
46021,45981,E,1,0,0,1,5,3,0.5,1.0
46027,45987,B,0,1,0,0,2,1,1.0,-0.0
46049,46009,A,0,0,2,0,2,0,1.0,-0.0
46051,46011,B,1,0,2,0,4,1,0.5555555555555556,0.9182958340544896
46061,46021,A,1,0,0,0,1,0,1.0,-0.0
46073,46033,A,2,0,0,0,2,0,1.0,-0.0
46091,46051,C,0,0,1,0,1,0,1.0,-0.0
46093,46053,E,0,1,2,0,5,2,0.5555555555555556,0.9182958340544896
46099,46059,B,1,1,0,0,3,1,0.5,1.0
46103,46063,C,1,0,1,0,2,0,0.5,1.0
46133,46093,A,1,0,0,0,1,0,1.0,-0.0
46141,46101,E,0,0,1,2,4,1,0.5555555555555556,0.9182958340544896
46147,46107,B,1,0,0,1,4,2,0.5,1.0
46153,46113,E,0,1,1,0,3,1,0.5,1.0
46171,46131,B,0,1,0,0,2,1,1.0,-0.0
46181,46141,A,1,0,0,0,1,0,1.0,-0.0
46183,46143,B,0,1,0,0,4,3,1.0,-0.0
46187,46147,C,0,0,1,0,1,0,1.0,-0.0
46199,46159,C,1,0,1,0,2,0,0.5,1.0
46219,46179,B,1,0,1,0,4,2,0.5,1.0
46229,46189,A,1,1,1,1,4,0,0.25,2.0
46237,46197,E,0,1,0,1,5,3,0.5,1.0
46261,46221,E,0,0,2,1,4,1,0.5555555555555556,0.9182958340544896
