p,d_40,eabc_p,e_d,a_d,b_d,c_d,omega_d,shell_d,H_d,E_d
46271,46231,C,0,1,0,1,2,0,0.5,1.0
46273,46233,E,0,0,0,2,4,2,1.0,-0.0
46279,46239,B,0,1,0,0,2,1,1.0,-0.0
46301,46261,A,1,0,0,0,1,0,1.0,-0.0
46307,46267,C,1,0,1,0,2,0,0.5,1.0
46309,46269,E,1,1,0,0,4,2,0.5,1.0
46327,46287,B,1,0,1,0,4,2,0.5,1.0
46337,46297,A,0,0,2,0,2,0,1.0,-0.0
46349,46309,A,1,0,0,0,1,0,1.0,-0.0
46351,46311,B,0,0,1,1,3,1,0.5,1.0
46381,46341,E,0,0,2,0,4,2,1.0,-0.0
46399,46359,B,0,2,0,0,5,3,1.0,-0.0
46411,46371,B,1,2,0,0,4,1,0.5555555555555556,0.9182958340544896
46439,46399,C,0,0,1,0,1,0,1.0,-0.0
46441,46401,E,0,0,0,1,2,1,1.0,-0.0
46447,46407,B,0,0,2,0,3,1,1.0,-0.0
46451,46411,C,0,0,1,0,1,0,1.0,-0.0
46457,46417,A,1,0,2,0,3,0,0.5555555555555556,0.9182958340544896
46471,46431,B,0,0,2,1,5,2,0.5555555555555556,0.9182958340544896
46477,46437,E,1,0,0,1,3,1,0.5,1.0
46489,46449,E,2,0,0,0,4,2,1.0,-0.0
46499,46459,C,1,0,1,0,2,0,0.5,1.0
46507,46467,B,0,1,0,0,4,3,1.0,-0.0
46511,46471,C,0,0,1,0,1,0,1.0,-0.0
46523,46483,C,0,0,1,2,3,0,0.5555555555555556,0.9182958340544896
46549,46509,E,1,0,0,1,3,1,0.5,1.0
46559,46519,C,0,1,0,1,2,0,0.5,1.0
46567,46527,B,1,1,0,0,3,1,0.5,1.0
46573,46533,E,0,0,1,0,2,1,1.0,-0.0
46589,46549,A,1,0,0,0,1,0,1.0,-0.0
46591,46551,B,0,0,0,2,3,1,1.0,-0.0
46601,46561,A,0,2,0,0,2,0,1.0,-0.0
46619,46579,C,1,0,1,0,2,0,0.5,1.0
46633,46593,E,0,0,1,1,4,2,0.5,1.0
46639,46599,B,0,1,2,0,4,1,0.5555555555555556,0.9182958340544896
46643,46603,C,0,1,0,1,2,0,0.5,1.0
46649,46609,A,0,0,2,0,2,0,1.0,-0.0
46663,46623,B,1,0,0,0,2,1,1.0,-0.0
46679,46639,C,0,0,1,0,1,0,1.0,-0.0
46681,46641,E,1,0,1,0,3,1,0.5,1.0
46687,46647,B,1,0,0,1,4,2,0.5,1.0
46691,46651,C,0,1,0,1,2,0,0.5,1.0
46703,46663,C,0,0,1,0,1,0,1.0,-0.0
46723,46683,B,1,0,2,0,6,3,0.5555555555555556,0.9182958340544896
46727,46687,C,0,0,1,0,1,0,1.0,-0.0
46747,46707,B,0,1,0,0,2,1,1.0,-0.0
46751,46711,C,1,0,1,0,2,0,0.5,1.0
46757,46717,A,0,1,1,1,3,0,0.3333333333333333,1.584962500721156
46769,46729,A,0,0,0,2,2,0,1.0,-0.0
46771,46731,B,2,0,0,0,3,1,1.0,-0.0
46807,46767,B,0,1,1,1,4,1,0.3333333333333333,1.584962500721156
46811,46771,C,0,0,1,0,1,0,1.0,-0.0
46817,46777,A,0,2,0,0,2,0,1.0,-0.0
46819,46779,B,0,0,1,1,3,1,0.5,1.0
46829,46789,A,0,0,0,2,2,0,1.0,-0.0
46831,46791,B,0,1,0,0,4,3,1.0,-0.0
46853,46813,A,3,0,0,0,3,0,1.0,-0.0
46861,46821,E,0,0,1,0,2,1,1.0,-0.0
46867,46827,B,0,0,1,2,5,2,0.5555555555555556,0.9182958340544896
46877,46837,A,0,0,2,0,2,0,1.0,-0.0
46889,46849,A,0,0,0,2,2,0,1.0,-0.0
46901,46861,A,1,0,0,0,1,0,1.0,-0.0
46919,46879,C,2,0,1,0,3,0,0.5555555555555556,0.9182958340544896
46933,46893,E,0,1,2,1,5,1,0.375,1.5
46957,46917,E,1,1,0,0,4,2,0.5,1.0
46993,46953,E,1,0,0,1,5,3,0.5,1.0
46997,46957,A,1,0,0,0,1,0,1.0,-0.0
47017,46977,E,0,1,1,0,3,1,0.5,1.0
47041,47001,E,0,0,1,0,2,1,1.0,-0.0
47051,47011,C,0,1,0,1,2,0,0.5,1.0
47057,47017,A,1,0,0,0,1,0,1.0,-0.0
47059,47019,B,0,0,2,0,3,1,1.0,-0.0
47087,47047,C,1,0,1,2,4,0,0.375,1.5
47093,47053,A,0,0,2,0,2,0,1.0,-0.0
47111,47071,C,1,0,1,0,2,0,0.5,1.0
47119,47079,B,0,0,0,1,3,2,1.0,-0.0
47123,47083,C,0,1,0,1,2,0,0.5,1.0
47129,47089,A,0,0,4,0,4,0,1.0,-0.0
47137,47097,E,1,0,0,0,3,2,1.0,-0.0
47143,47103,B,0,0,1,1,3,1,0.5,1.0
47147,47107,C,0,2,1,0,3,0,0.5555555555555556,0.9182958340544896
47149,47109,E,0,1,0,1,3,1,0.5,1.0
47161,47121,E,0,1,1,0,3,1,0.5,1.0
47189,47149,A,1,0,0,0,1,0,1.0,-0.0
47207,47167,C,0,1,0,1,2,0,0.5,1.0
47221,47181,E,0,0,1,0,2,1,1.0,-0.0
47237,47197,A,2,0,0,0,2,0,1.0,-0.0
47251,47211,B,0,1,0,0,2,1,1.0,-0.0
47269,47229,E,1,1,1,0,4,1,0.3333333333333333,1.584962500721156
47279,47239,C,1,0,1,0,2,0,0.5,1.0
47287,47247,B,0,1,0,0,2,1,1.0,-0.0
47293,47253,E,1,0,1,0,3,1,0.5,1.0
47297,47257,A,1,0,2,0,3,0,0.5555555555555556,0.9182958340544896
47303,47263,C,1,0,1,0,2,0,0.5,1.0
47309,47269,A,1,0,0,0,1,0,1.0,-0.0
47317,47277,E,0,1,1,0,5,3,0.5,1.0
47339,47299,C,0,2,1,0,3,0,0.5555555555555556,0.9182958340544896
47351,47311,C,0,1,0,3,4,0,0.625,0.8112781244591328
47353,47313,E,0,0,2,0,4,2,1.0,-0.0
47363,47323,C,1,0,1,0,2,0,0.5,1.0
47381,47341,A,0,0,2,0,2,0,1.0,-0.0
47387,47347,C,0,1,0,1,2,0,0.5,1.0
47389,47349,E,0,1,0,0,3,2,1.0,-0.0
47407,47367,B,1,0,1,0,4,2,0.5,1.0
47417,47377,A,1,0,0,2,3,0,0.5555555555555556,0.9182958340544896
47419,47379,B,0,2,0,0,3,1,1.0,-0.0
47431,47391,B,0,1,0,0,2,1,1.0,-0.0
47441,47401,A,0,0,0,2,2,0,1.0,-0.0
47459,47419,C,0,0,1,0,1,0,1.0,-0.0
47491,47451,B,1,0,0,0,2,1,1.0,-0.0
47497,47457,E,0,1,0,0,3,2,1.0,-0.0
47501,47461,A,0,0,2,0,2,0,1.0,-0.0
47507,47467,C,1,0,1,0,2,0,0.5,1.0
47513,47473,A,0,2,0,0,2,0,1.0,-0.0
47521,47481,E,0,1,3,0,5,1,0.625,0.8112781244591328
47527,47487,B,0,0,0,2,3,1,1.0,-0.0
47533,47493,E,0,0,1,0,4,3,1.0,-0.0
47543,47503,C,1,0,1,0,2,0,0.5,1.0
47563,47523,B,1,0,2,0,4,1,0.5555555555555556,0.9182958340544896
47569,47529,E,1,0,0,0,3,2,1.0,-0.0
47581,47541,E,1,1,0,1,4,1,0.3333333333333333,1.584962500721156
47591,47551,C,1,0,1,0,2,0,0.5,1.0
47599,47559,B,0,0,0,2,3,1,1.0,-0.0
47609,47569,A,1,0,0,0,1,0,1.0,-0.0
47623,47583,B,0,1,0,1,4,2,0.5,1.0
47629,47589,E,0,1,1,0,3,1,0.5,1.0
47639,47599,C,0,0,1,0,1,0,1.0,-0.0
47653,47613,E,0,1,0,1,3,1,0.5,1.0
47657,47617,A,0,2,0,0,2,0,1.0,-0.0
47659,47619,B,2,0,0,1,5,2,0.5555555555555556,0.9182958340544896
47681,47641,A,1,0,0,2,3,0,0.5555555555555556,0.9182958340544896
47699,47659,C,0,0,1,0,1,0,1.0,-0.0
47701,47661,E,0,0,0,1,2,1,1.0,-0.0
47711,47671,C,2,0,1,0,3,0,0.5555555555555556,0.9182958340544896
47713,47673,E,0,1,0,0,3,2,1.0,-0.0
47717,47677,A,0,0,4,0,4,0,1.0,-0.0
47737,47697,E,1,0,0,1,3,1,0.5,1.0
47741,47701,A,1,0,0,0,1,0,1.0,-0.0
47743,47703,B,1,0,0,0,2,1,1.0,-0.0
47777,47737,A,1,0,0,0,1,0,1.0,-0.0
47779,47739,B,1,0,0,0,2,1,1.0,-0.0
47791,47751,B,0,0,1,1,3,1,0.5,1.0
47797,47757,E,0,0,1,0,2,1,1.0,-0.0
47807,47767,C,1,0,1,0,2,0,0.5,1.0
47809,47769,E,0,0,0,1,2,1,1.0,-0.0
47819,47779,C,0,0,1,0,1,0,1.0,-0.0
47837,47797,A,1,0,0,0,1,0,1.0,-0.0
47843,47803,C,1,0,1,0,2,0,0.5,1.0
47857,47817,E,0,0,1,2,6,3,0.5555555555555556,0.9182958340544896
47869,47829,E,0,1,0,1,3,1,0.5,1.0
47881,47841,E,1,0,0,1,3,1,0.5,1.0
47903,47863,C,0,1,0,1,2,0,0.5,1.0
47911,47871,B,0,1,0,0,6,5,1.0,-0.0
47917,47877,E,0,0,0,1,2,1,1.0,-0.0
47933,47893,A,0,0,0,2,2,0,1.0,-0.0
47939,47899,C,1,0,1,0,2,0,0.5,1.0
47947,47907,B,0,0,1,0,3,2,1.0,-0.0
47951,47911,C,0,0,1,0,1,0,1.0,-0.0
47963,47923,C,0,1,0,1,2,0,0.5,1.0
47969,47929,A,0,1,1,1,3,0,0.3333333333333333,1.584962500721156
47977,47937,E,0,2,1,0,4,1,0.5555555555555556,0.9182958340544896
47981,47941,A,0,0,0,2,2,0,1.0,-0.0
48017,47977,A,1,0,0,0,1,0,1.0,-0.0
48023,47983,C,1,0,1,0,2,0,0.5,1.0
48029,47989,A,2,0,0,0,2,0,1.0,-0.0
48049,48009,E,1,0,1,0,3,1,0.5,1.0
48073,48033,E,0,1,0,0,5,4,1.0,-0.0
48079,48039,B,0,0,1,1,3,1,0.5,1.0
48091,48051,B,0,1,1,0,4,2,0.5,1.0
48109,48069,E,1,0,2,0,5,2,0.5555555555555556,0.9182958340544896
48119,48079,C,0,0,1,0,1,0,1.0,-0.0
48121,48081,E,0,0,1,2,4,1,0.5555555555555556,0.9182958340544896
48131,48091,C,0,0,1,0,1,0,1.0,-0.0
48157,48117,E,1,0,1,0,3,1,0.5,1.0
48163,48123,B,0,0,1,0,3,2,1.0,-0.0
48179,48139,C,1,0,1,2,4,0,0.375,1.5
48187,48147,B,0,0,1,1,3,1,0.5,1.0
48193,48153,E,1,0,1,0,3,1,0.5,1.0
48197,48157,A,1,0,0,0,1,0,1.0,-0.0
48221,48181,A,0,0,2,0,2,0,1.0,-0.0
48239,48199,C,1,0,1,0,2,0,0.5,1.0
48247,48207,B,1,0,0,0,2,1,1.0,-0.0
48259,48219,B,0,1,0,0,2,1,1.0,-0.0
48271,48231,B,0,1,0,1,4,2,0.5,1.0
48281,48241,A,0,0,2,0,2,0,1.0,-0.0
48299,48259,C,0,0,1,0,1,0,1.0,-0.0
48311,48271,C,0,0,1,0,1,0,1.0,-0.0
48313,48273,E,0,0,0,1,2,1,1.0,-0.0
48337,48297,E,0,1,0,1,3,1,0.5,1.0
48341,48301,A,0,0,0,2,2,0,1.0,-0.0
48353,48313,A,1,0,0,0,1,0,1.0,-0.0
48371,48331,C,0,1,0,1,2,0,0.5,1.0
48383,48343,C,0,1,0,1,2,0,0.5,1.0
48397,48357,E,0,0,1,0,6,5,1.0,-0.0
48407,48367,C,0,1,0,1,2,0,0.5,1.0
48409,48369,E,0,1,0,1,3,1,0.5,1.0
48413,48373,A,3,0,0,0,3,0,1.0,-0.0
48437,48397,A,1,0,0,0,1,0,1.0,-0.0
48449,48409,A,1,0,0,0,1,0,1.0,-0.0
48463,48423,B,1,0,0,0,2,1,1.0,-0.0
48473,48433,A,1,1,1,1,4,0,0.25,2.0
48479,48439,C,0,1,0,1,2,0,0.5,1.0
48481,48441,E,1,0,1,0,3,1,0.5,1.0
48487,48447,B,1,0,1,0,4,2,0.5,1.0
48491,48451,C,1,0,1,0,2,0,0.5,1.0
48497,48457,A,0,0,0,2,2,0,1.0,-0.0
48523,48483,B,0,0,0,1,3,2,1.0,-0.0
48527,48487,C,0,0,1,0,1,0,1.0,-0.0
48533,48493,A,0,0,0,2,2,0,1.0,-0.0
48539,48499,C,0,1,0,1,2,0,0.5,1.0
48541,48501,E,0,2,0,0,4,2,1.0,-0.0
48563,48523,C,0,0,1,0,1,0,1.0,-0.0
48571,48531,B,0,0,2,0,3,1,1.0,-0.0
48589,48549,E,0,0,1,0,2,1,1.0,-0.0
48593,48553,A,0,0,0,2,2,0,1.0,-0.0
48611,48571,C,0,0,1,0,1,0,1.0,-0.0
48619,48579,B,0,1,0,0,2,1,1.0,-0.0
48623,48583,C,1,0,1,0,2,0,0.5,1.0
48647,48607,C,1,0,1,0,2,0,0.5,1.0
48649,48609,E,0,0,0,2,4,2,1.0,-0.0
48661,48621,E,1,0,1,0,3,1,0.5,1.0
48673,48633,E,1,1,1,0,4,1,0.3333333333333333,1.584962500721156
48677,48637,A,0,2,0,0,2,0,1.0,-0.0
48679,48639,B,0,0,2,0,3,1,1.0,-0.0
48731,48691,C,1,1,0,1,3,0,0.3333333333333333,1.584962500721156
48733,48693,E,0,0,1,0,2,1,1.0,-0.0
48751,48711,B,2,0,0,0,3,1,1.0,-0.0
48757,48717,E,1,0,0,0,3,2,1.0,-0.0
48761,48721,A,0,0,0,2,2,0,1.0,-0.0
48767,48727,C,1,0,1,0,2,0,0.5,1.0
48779,48739,C,1,1,0,1,3,0,0.3333333333333333,1.584962500721156
48781,48741,E,0,0,2,1,4,1,0.5555555555555556,0.9182958340544896
48787,48747,B,1,0,0,0,2,1,1.0,-0.0
48799,48759,B,0,1,0,0,2,1,1.0,-0.0
48809,48769,A,0,0,2,0,2,0,1.0,-0.0
48817,48777,E,1,0,0,1,3,1,0.5,1.0
48821,48781,A,1,0,0,0,1,0,1.0,-0.0
48823,48783,B,0,1,1,1,4,1,0.3333333333333333,1.584962500721156
48847,48807,B,0,2,0,1,5,2,0.5555555555555556,0.9182958340544896
48857,48817,A,1,0,0,0,1,0,1.0,-0.0
48859,48819,B,1,0,0,0,2,1,1.0,-0.0
48869,48829,A,1,0,0,2,3,0,0.5555555555555556,0.9182958340544896
48871,48831,B,1,1,0,0,3,1,0.5,1.0
48883,48843,B,0,0,1,0,7,6,1.0,-0.0
48889,48849,E,0,1,1,0,3,1,0.5,1.0
48907,48867,B,1,0,1,1,4,1,0.3333333333333333,1.584962500721156
48947,48907,C,0,0,1,0,1,0,1.0,-0.0
48953,48913,A,0,2,0,0,2,0,1.0,-0.0
48973,48933,E,1,0,0,0,3,2,1.0,-0.0
48989,48949,A,0,0,2,0,2,0,1.0,-0.0
48991,48951,B,1,0,2,0,6,3,0.5555555555555556,0.9182958340544896
49003,48963,B,0,0,2,0,3,1,1.0,-0.0
49009,48969,E,0,1,0,0,3,2,1.0,-0.0
49019,48979,C,1,0,1,0,2,0,0.5,1.0
49031,48991,C,0,0,1,0,1,0,1.0,-0.0
49033,48993,E,0,1,1,0,3,1,0.5,1.0
49037,48997,A,2,0,0,0,2,0,1.0,-0.0
49043,49003,C,0,0,1,0,1,0,1.0,-0.0
49057,49017,E,0,0,1,0,2,1,1.0,-0.0
49069,49029,E,1,0,0,1,3,1,0.5,1.0
49081,49041,E,1,0,0,0,3,2,1.0,-0.0
49103,49063,C,0,0,3,0,3,0,1.0,-0.0
49109,49069,A,1,0,0,0,1,0,1.0,-0.0
49117,49077,E,0,1,2,0,5,2,0.5555555555555556,0.9182958340544896
49121,49081,A,1,0,0,0,1,0,1.0,-0.0
49123,49083,B,0,1,0,0,2,1,1.0,-0.0
49139,49099,C,1,0,1,0,2,0,0.5,1.0
49157,49117,A,1,0,0,0,1,0,1.0,-0.0
49169,49129,A,2,0,0,0,2,0,1.0,-0.0
49171,49131,B,0,1,1,0,4,2,0.5,1.0
49177,49137,E,1,0,0,1,3,1,0.5,1.0
49193,49153,A,1,0,2,0,3,0,0.5555555555555556,0.9182958340544896
49199,49159,C,1,1,0,1,3,0,0.3333333333333333,1.584962500721156
49201,49161,E,1,0,1,0,3,1,0.5,1.0
49207,49167,B,0,0,1,0,5,4,1.0,-0.0
49211,49171,C,0,0,1,0,1,0,1.0,-0.0
49223,49183,C,0,1,0,1,2,0,0.5,1.0
49253,49213,A,0,2,0,0,2,0,1.0,-0.0
49261,49221,E,0,0,0,1,4,3,1.0,-0.0
49277,49237,A,0,2,0,0,2,0,1.0,-0.0
49279,49239,B,0,0,0,1,3,2,1.0,-0.0
49297,49257,E,2,0,0,0,4,2,1.0,-0.0
49307,49267,C,1,0,1,0,2,0,0.5,1.0
49331,49291,C,0,1,0,1,2,0,0.5,1.0
49333,49293,E,0,1,0,0,3,2,1.0,-0.0
49339,49299,B,0,1,0,0,2,1,1.0,-0.0
49363,49323,B,0,2,0,0,3,1,1.0,-0.0
49367,49327,C,0,1,0,1,2,0,0.5,1.0
49369,49329,E,0,1,1,0,7,5,0.5,1.0
49391,49351,C,0,1,0,1,2,0,0.5,1.0
49393,49353,E,0,0,0,1,2,1,1.0,-0.0
49409,49369,A,1,0,0,0,1,0,1.0,-0.0
49411,49371,B,0,0,1,1,3,1,0.5,1.0
49417,49377,E,1,0,1,0,3,1,0.5,1.0
49429,49389,E,0,1,1,0,3,1,0.5,1.0
49433,49393,A,1,0,0,0,1,0,1.0,-0.0
49451,49411,C,0,0,1,0,1,0,1.0,-0.0
49459,49419,B,0,2,1,0,5,2,0.5555555555555556,0.9182958340544896
49463,49423,C,0,1,0,1,2,0,0.5,1.0
49477,49437,E,0,0,1,0,4,3,1.0,-0.0
49481,49441,A,1,0,2,0,3,0,0.5555555555555556,0.9182958340544896
49499,49459,C,0,0,1,0,1,0,1.0,-0.0
49523,49483,C,1,0,1,0,2,0,0.5,1.0
49529,49489,A,1,0,0,2,3,0,0.5555555555555556,0.9182958340544896
49531,49491,B,1,0,0,1,6,4,0.5,1.0
49537,49497,E,0,1,1,0,3,1,0.5,1.0
49547,49507,C,1,0,1,0,2,0,0.5,1.0
49549,49509,E,0,1,0,0,3,2,1.0,-0.0
49559,49519,C,0,1,0,1,2,0,0.5,1.0
49597,49557,E,0,0,1,0,2,1,1.0,-0.0
49603,49563,B,0,0,0,1,3,2,1.0,-0.0
49613,49573,A,0,2,0,0,2,0,1.0,-0.0
49627,49587,B,0,1,0,0,2,1,1.0,-0.0
49633,49593,E,1,0,1,0,3,1,0.5,1.0
49639,49599,B,0,0,0,2,5,3,1.0,-0.0
49663,49623,B,0,1,2,0,4,1,0.5555555555555556,0.9182958340544896
49667,49627,C,0,0,1,0,1,0,1.0,-0.0
49669,49629,E,0,1,0,1,3,1,0.5,1.0
49681,49641,E,0,0,0,1,2,1,1.0,-0.0
49697,49657,A,0,1,1,1,3,0,0.3333333333333333,1.584962500721156
49711,49671,B,0,0,0,1,3,2,1.0,-0.0
49727,49687,C,0,1,0,1,2,0,0.5,1.0
49739,49699,C,1,0,1,0,2,0,0.5,1.0
49741,49701,E,0,0,1,0,2,1,1.0,-0.0
49747,49707,B,0,0,1,1,5,3,0.5,1.0
49757,49717,A,0,0,0,2,2,0,1.0,-0.0
49783,49743,B,0,0,1,0,3,2,1.0,-0.0
49787,49747,C,0,0,1,0,1,0,1.0,-0.0
49789,49749,E,0,0,2,1,4,1,0.5555555555555556,0.9182958340544896
49801,49761,E,1,0,1,0,5,3,0.5,1.0
49807,49767,B,1,1,0,0,3,1,0.5,1.0
49811,49771,C,0,1,0,1,2,0,0.5,1.0
49823,49783,C,0,0,1,0,1,0,1.0,-0.0
49831,49791,B,0,0,2,0,3,1,1.0,-0.0
49843,49803,B,1,1,0,0,3,1,0.5,1.0
49853,49813,A,2,0,0,0,2,0,1.0,-0.0
49871,49831,C,0,0,1,0,1,0,1.0,-0.0
49877,49837,A,1,0,2,0,3,0,0.5555555555555556,0.9182958340544896
49891,49851,B,0,1,0,1,4,2,0.5,1.0
49919,49879,C,1,0,1,0,2,0,0.5,1.0
49921,49881,E,1,0,1,0,3,1,0.5,1.0
49927,49887,B,1,0,0,1,4,2,0.5,1.0
49937,49897,A,0,2,0,0,2,0,1.0,-0.0
49939,49899,B,1,0,0,0,2,1,1.0,-0.0
49943,49903,C,1,0,1,0,2,0,0.5,1.0
49957,49917,E,1,0,1,0,3,1,0.5,1.0
49991,49951,C,0,0,1,2,3,0,0.5555555555555556,0.9182958340544896
49993,49953,E,0,0,1,0,2,1,1.0,-0.0
49999,49959,B,2,0,1,0,5,2,0.5555555555555556,0.9182958340544896
50021,49981,A,0,0,2,0,2,0,1.0,-0.0
50023,49983,B,0,1,0,0,2,1,1.0,-0.0
50033,49993,A,1,0,0,0,1,0,1.0,-0.0
50047,50007,B,0,0,2,0,3,1,1.0,-0.0
50051,50011,C,1,0,1,0,2,0,0.5,1.0
50053,50013,E,1,0,0,0,3,2,1.0,-0.0
50069,50029,A,1,0,2,0,3,0,0.5555555555555556,0.9182958340544896
50077,50037,E,1,0,0,1,3,1,0.5,1.0
50087,50047,C,0,0,1,0,1,0,1.0,-0.0
50093,50053,A,1,0,0,0,1,0,1.0,-0.0
50101,50061,E,1,1,0,1,4,1,0.3333333333333333,1.584962500721156
50111,50071,C,0,0,1,2,3,0,0.5555555555555556,0.9182958340544896
50119,50079,B,1,0,0,0,2,1,1.0,-0.0
50123,50083,C,1,1,0,1,3,0,0.3333333333333333,1.584962500721156
50129,50089,A,2,0,0,0,2,0,1.0,-0.0
50131,50091,B,0,0,1,1,3,1,0.5,1.0
50147,50107,C,0,1,0,1,2,0,0.5,1.0
50153,50113,A,0,0,2,0,2,0,1.0,-0.0
50159,50119,C,0,0,1,0,1,0,1.0,-0.0
50177,50137,A,2,0,0,0,2,0,1.0,-0.0
50207,50167,C,1,1,0,1,3,0,0.3333333333333333,1.584962500721156
50221,50181,E,0,1,1,0,3,1,0.5,1.0
50227,50187,B,1,0,0,0,2,1,1.0,-0.0
50231,50191,C,0,1,0,1,2,0,0.5,1.0
50261,50221,A,1,0,0,0,1,0,1.0,-0.0
50263,50223,B,1,0,0,0,2,1,1.0,-0.0
50273,50233,A,0,0,0,2,2,0,1.0,-0.0
50287,50247,B,1,0,0,0,4,3,1.0,-0.0
50291,50251,C,1,0,1,0,2,0,0.5,1.0
50311,50271,B,1,1,0,0,3,1,0.5,1.0
50321,50281,A,0,1,1,1,3,0,0.3333333333333333,1.584962500721156
50329,50289,E,0,0,0,1,2,1,1.0,-0.0
50333,50293,A,0,0,2,0,2,0,1.0,-0.0
50341,50301,E,0,0,0,1,8,7,1.0,-0.0
50359,50319,B,0,0,0,1,3,2,1.0,-0.0
50363,50323,C,1,0,3,0,4,0,0.625,0.8112781244591328
50377,50337,E,0,1,1,1,5,2,0.3333333333333333,1.584962500721156
50383,50343,B,1,1,0,0,3,1,0.5,1.0
50387,50347,C,0,0,1,2,3,0,0.5555555555555556,0.9182958340544896
50411,50371,C,0,1,0,1,2,0,0.5,1.0
50417,50377,A,1,0,0,0,1,0,1.0,-0.0
50423,50383,C,0,0,1,0,1,0,1.0,-0.0
50441,50401,A,2,0,0,0,2,0,1.0,-0.0
50459,50419,C,1,0,1,0,2,0,0.5,1.0
50461,50421,E,0,0,5,0,6,1,1.0,-0.0
50497,50457,E,0,0,1,2,4,1,0.5555555555555556,0.9182958340544896
50503,50463,B,0,1,1,0,6,4,0.5,1.0
50513,50473,A,0,2,0,0,2,0,1.0,-0.0
50527,50487,B,0,1,0,0,2,1,1.0,-0.0
50539,50499,B,1,0,1,0,4,2,0.5,1.0
50543,50503,C,0,0,1,0,1,0,1.0,-0.0
50549,50509,A,0,2,0,0,2,0,1.0,-0.0
50551,50511,B,0,2,0,0,3,1,1.0,-0.0
50581,50541,E,0,1,1,0,3,1,0.5,1.0
50587,50547,B,0,1,1,1,4,1,0.3333333333333333,1.584962500721156
50591,50551,C,0,0,1,0,1,0,1.0,-0.0
50593,50553,E,0,2,0,0,4,2,1.0,-0.0
50599,50559,B,0,0,1,1,3,1,0.5,1.0
50627,50587,C,0,0,1,0,1,0,1.0,-0.0
50647,50607,B,0,0,1,0,3,2,1.0,-0.0
50651,50611,C,0,0,1,2,3,0,0.5555555555555556,0.9182958340544896
50671,50631,B,0,0,1,1,3,1,0.5,1.0
50683,50643,B,0,1,1,0,4,2,0.5,1.0
50707,50667,B,0,1,0,0,2,1,1.0,-0.0
50723,50683,C,0,0,1,0,1,0,1.0,-0.0
50741,50701,A,0,0,2,0,2,0,1.0,-0.0
50753,50713,A,1,0,0,2,3,0,0.5555555555555556,0.9182958340544896
50767,50727,B,2,0,0,0,3,1,1.0,-0.0
50773,50733,E,0,0,1,0,4,3,1.0,-0.0
50777,50737,A,0,2,0,0,2,0,1.0,-0.0
50789,50749,A,0,0,2,0,2,0,1.0,-0.0
50821,50781,E,0,0,1,0,2,1,1.0,-0.0
50833,50793,E,0,0,0,1,2,1,1.0,-0.0
50839,50799,B,0,1,1,1,4,1,0.3333333333333333,1.584962500721156
50849,50809,A,0,1,1,1,3,0,0.3333333333333333,1.584962500721156
50857,50817,E,1,0,1,0,3,1,0.5,1.0
50867,50827,C,0,2,1,0,3,0,0.5555555555555556,0.9182958340544896
50873,50833,A,1,0,0,0,1,0,1.0,-0.0
50891,50851,C,1,0,1,0,2,0,0.5,1.0
50893,50853,E,0,0,1,2,4,1,0.5555555555555556,0.9182958340544896
50909,50869,A,2,0,2,0,4,0,0.5,1.0
50923,50883,B,0,0,1,1,3,1,0.5,1.0
50929,50889,E,0,0,1,0,2,1,1.0,-0.0
50951,50911,C,0,0,3,0,3,0,1.0,-0.0
50957,50917,A,0,0,0,2,2,0,1.0,-0.0
50969,50929,A,1,0,0,0,1,0,1.0,-0.0
50971,50931,B,0,0,1,0,3,2,1.0,-0.0
50989,50949,E,1,1,0,0,6,4,0.5,1.0
50993,50953,A,0,1,1,1,3,0,0.3333333333333333,1.584962500721156
51001,50961,E,0,0,1,0,2,1,1.0,-0.0
51031,50991,B,0,0,1,1,3,1,0.5,1.0
51043,51003,B,0,1,0,0,4,3,1.0,-0.0
51047,51007,C,0,1,0,1,2,0,0.5,1.0
51059,51019,C,1,0,1,0,2,0,0.5,1.0
51061,51021,E,0,1,0,0,3,2,1.0,-0.0
51071,51031,C,0,0,1,0,1,0,1.0,-0.0
51109,51069,E,0,1,0,1,3,1,0.5,1.0
51131,51091,C,1,0,1,0,2,0,0.5,1.0
51133,51093,E,0,0,2,0,4,2,1.0,-0.0
51137,51097,A,2,0,0,0,2,0,1.0,-0.0
51151,51111,B,0,0,1,0,5,4,1.0,-0.0
51157,51117,E,1,0,0,1,3,1,0.5,1.0
51169,51129,E,1,0,1,1,5,2,0.3333333333333333,1.584962500721156
51193,51153,E,0,2,0,1,4,1,0.5555555555555556,0.9182958340544896
51197,51157,A,1,0,0,0,1,0,1.0,-0.0
51199,51159,B,1,0,0,0,2,1,1.0,-0.0
51203,51163,C,1,0,1,0,2,0,0.5,1.0
51217,51177,E,1,0,1,0,3,1,0.5,1.0
51229,51189,E,0,1,1,0,3,1,0.5,1.0
51239,51199,C,0,0,1,0,1,0,1.0,-0.0
51241,51201,E,1,0,0,0,3,2,1.0,-0.0
51257,51217,A,1,0,0,0,1,0,1.0,-0.0
51263,51223,C,1,0,1,0,2,0,0.5,1.0
51283,51243,B,0,1,2,0,4,1,0.5555555555555556,0.9182958340544896
51287,51247,C,1,0,1,0,2,0,0.5,1.0
51307,51267,B,0,0,0,2,3,1,1.0,-0.0
